  29.194,    35.128,    31.656,    23.156,    17.853,    15.052,    13.358,    11.315,     9.327,     6.920,     5.856,     4.466,     2.274,     1.195,     1.014,     1.184,     1.354,     1.025,     0.445,     0.345,     0.309,     0.671,     0.730,     0.495,     0.683,     0.525,     0.378,     0.248,     0.468,     0.522,     0.294,     0.138,     0.163,     0.266,     0.185,     0.106,     0.286,     0.259,     0.145,     0.177,     0.295,     0.451,     0.316,     0.579,     0.954,     2.918,     2.576,     0.933,     0.646,     0.453,     0.165,     0.337,     0.280,     0.196,     0.185,     0.025,     0.155,     0.158,     0.092,     0.121,     0.180,     0.137,     0.051,     0.099,     0.144,     0.130,     0.205,     0.107,     0.170,     0.026,     0.135,     0.090,     0.138,     0.075
    36.313,    44.893,    34.960,    22.100,    13.568,     7.875,     4.722,     1.469,     1.378,     1.626,     1.938,     2.042,     1.534,     0.983,     0.611,     0.601,     0.635,     0.208,     0.199,     0.142,     0.115,     0.305,     0.362,     0.246,     0.154,     0.153,     0.340,     0.300,     0.240,     0.061,     0.139,     0.172,     0.270,     0.294,     0.217,     0.073,     0.218,     0.395,     0.373,     0.190,     0.267,     0.423,     0.530,     0.650,     0.819,     2.808,     2.511,     0.874,     0.492,     0.326,     0.335,     0.231,     0.087,     0.174,     0.217,     0.147,     0.108,     0.067,     0.100,     0.080,     0.077,     0.018,     0.062,     0.109,     0.103,     0.069,     0.055,     0.051,     0.053,     0.056,     0.005,     0.040,     0.076,     0.061
    21.667,    29.468,    28.691,    22.698,    16.591,    11.872,     8.248,     5.794,     3.520,     1.702,     0.421,     0.390,     0.484,     0.348,     0.401,     0.355,     0.306,     0.220,     0.062,     0.289,     0.343,     0.132,     0.065,     0.137,     0.106,     0.141,     0.106,     0.287,     0.261,     0.262,     0.052,     0.191,     0.156,     0.256,     0.176,     0.298,     0.275,     0.174,     0.271,     0.215,     0.279,     0.417,     0.524,     0.691,     1.023,     2.876,     2.729,     0.872,     0.575,     0.324,     0.333,     0.313,     0.156,     0.176,     0.139,     0.213,     0.127,     0.060,     0.126,     0.178,     0.214,     0.012,     0.085,     0.132,     0.101,     0.150,     0.107,     0.032,     0.121,     0.127,     0.034,     0.054,     0.161,     0.154
    19.258,    26.781,    26.781,    22.192,    16.058,    10.718,     6.796,     4.245,     2.727,     1.966,     1.312,     0.717,     0.546,     0.667,     0.471,     0.440,     0.519,     0.528,     0.528,     0.279,     0.111,     0.316,     0.316,     0.140,     0.245,     0.252,     0.337,     0.322,     0.261,     0.011,     0.057,     0.205,     0.197,     0.204,     0.277,     0.122,     0.209,     0.220,     0.316,     0.230,     0.287,     0.339,     0.465,     0.723,     1.051,     2.784,     2.626,     0.896,     0.540,     0.363,     0.140,     0.212,     0.168,     0.204,     0.093,     0.284,     0.258,     0.133,     0.119,     0.054,     0.129,     0.043,     0.099,     0.064,     0.084,     0.093,     0.029,     0.084,     0.100,     0.139,     0.053,     0.060,     0.046,     0.028
    13.394,    19.347,    18.961,    13.950,     9.431,     6.068,     4.091,     3.166,     3.021,     2.557,     1.812,     1.241,     0.860,     0.682,     0.419,     0.321,     0.221,     0.217,     0.319,     0.338,     0.344,     0.404,     0.473,     0.361,     0.300,     0.251,     0.270,     0.208,     0.145,     0.097,     0.078,     0.006,     0.069,     0.024,     0.062,     0.139,     0.143,     0.117,     0.039,     0.151,     0.190,     0.284,     0.393,     0.580,     0.817,     2.832,     2.612,     0.981,     0.495,     0.467,     0.395,     0.193,     0.181,     0.300,     0.260,     0.274,     0.198,     0.284,     0.234,     0.202,     0.093,     0.213,     0.152,     0.177,     0.086,     0.113,     0.197,     0.205,     0.080,     0.036,     0.137,     0.107,     0.187,     0.193
    16.947,    23.607,    22.640,    16.679,    10.095,     4.555,     1.339,     1.900,     1.898,     1.623,     1.263,     1.070,     0.996,     1.276,     1.491,     1.337,     0.927,     0.841,     0.956,     0.774,     0.439,     0.166,     0.351,     0.393,     0.231,     0.012,     0.305,     0.227,     0.055,     0.065,     0.214,     0.141,     0.067,     0.101,     0.261,     0.233,     0.203,     0.165,     0.155,     0.264,     0.259,     0.325,     0.412,     0.592,     0.957,     2.990,     2.521,     0.786,     0.617,     0.471,     0.274,     0.250,     0.152,     0.065,     0.245,     0.094,     0.009,     0.098,     0.251,     0.071,     0.134,     0.145,     0.132,     0.214,     0.122,     0.169,     0.115,     0.152,     0.060,     0.070,     0.199,     0.074,     0.064,     0.205
